Huang_Roy_tree_name	skeleton_weighted_unifrac_ordination_PC1	skeleton_weighted_unifrac_ordination_PC2	skeleton_weighted_unifrac_ordination_PC3
PEC_Oxypora	0.969155750314672	0.0326051022488464	-0.0004009577183057
POC_Pocillopora	-0.5438135220019742	-0.06601672130682308	-0.1997335220118291
POC_Pocillopora_damicornis	-0.3636247140270418	-0.027357627561320593	-0.08407492358474487
POC_Pocillopora_verrucosa	-0.15027967557144647	0.08785766563837748	-0.010498173807299407
POC_Seriatopora_hystrix	-0.38907190635970484	-0.4914312763802348	-0.11552858479697907
POC_Stylophora	-0.4482329164804557	-0.05308571960866834	-0.05312881315786766
POR_Alveopora	-0.1648823103735111	0.043651814777088904	-0.35386658134350124
POR_Goniopora	0.014677465632245229	-0.5471460574111806	0.04533236472053295
POR_Porites	0.21940609340152104	0.03443448802351247	-0.05208053111714238
POR_Porites_cylindrica	-0.1429472315366942	-0.07783053493703555	-0.21280443663513185
POR_Porites_lichen	-0.5454924100511813	0.3408471729613475	-0.1042865297543818
POR_Porites_lobata	0.09196908611124627	0.03672105164725513	-0.05485364117112147
POR_Porites_panamensis	0.5761743853724837	0.10005047050512828	-0.19556282912986975
SID_Psammocora	0.10229603388496494	0.1215591841967613	0.08470328043828
SID_Psammocora_contigua	-0.3395928907182798	0.0167197678980228	-0.0334949737622851
SID_Psammocora_digitata	0.7485224432798523	-0.0035212079521687	-0.2506858120604109
SID_Pseudosiderastrea_tayami	-0.29349534167086455	-0.4377905595277845	0.15760830866240724
SID_Siderastrea_siderea	-0.0976108635366448	-0.2193350489991493	-0.0790884484588057
none	-0.14163793748583134	0.11230672037607746	0.11343866502946237
