Huang_Roy_tree_name	mucus_weighted_unifrac_ordination_PC1	mucus_weighted_unifrac_ordination_PC2	mucus_weighted_unifrac_ordination_PC3
POC_Stylophora	-0.11702834053351815	-0.037210033509534904	0.11415973206306232
POR_Alveopora	-0.5815631019437243	0.07973763859866084	-0.07251930063416265
POR_Goniopora	0.04198925178257623	-0.2849075505571062	0.11813135843552723
POR_Porites	0.06547239044836682	-0.18582926966581642	-0.11692708330550901
POR_Porites_cylindrica	0.4202697906165741	-0.30923141075166277	-0.06694112269115458
POR_Porites_lichen	-0.3857618881017034	-0.1298372584501706	0.2293795321645502
POR_Porites_lobata	0.19522484379176736	-0.34447962469276355	0.20835775998758974
POR_Porites_panamensis	0.14507535189553938	0.062153049349472904	0.10137857311752695
SID_Psammocora	-0.4731642773894147	0.0929668731763901	-0.0076165766002218
SID_Psammocora_contigua	-0.4514234459829568	0.0619945897062399	-0.2221263046076228
SID_Psammocora_digitata	0.4616799136941992	-0.5211482037223051	-0.0156176076585571
SID_Pseudosiderastrea_tayami	-0.42658831260298286	0.10657625760740025	0.0993667774867207
SID_Siderastrea_siderea	0.49536964555722723	0.11886607617960569	0.11389770417417612
none	0.1174788979397328	-0.05387567227155372	0.06369405846483939
