Huang_Roy_tree_name	all_weighted_unifrac_ordination_PC1	all_weighted_unifrac_ordination_PC2	all_weighted_unifrac_ordination_PC3
PEC_Echinophyllia_aspera	0.14484654215785986	0.03395291278187394	0.07292186271439584
PEC_Echinophyllia_orpheensis	0.30142428638153157	-0.11604723474411943	-0.08662504891727178
PEC_Mycedium_elephantotus	-0.48700081215600227	0.07100556494441712	-0.09796520247849304
PEC_Oxypora	1.0232075082464132	0.5984828708529089	0.0238975385701376
PEC_Pectinia_lactuca	-0.390393772562512	-0.04912390312451895	0.2049971453006552
POC_Pocillopora	-0.40966910153730274	0.017867529463632355	-0.1238660995398487
POC_Pocillopora_damicornis	-0.24219834112555566	-0.05643234311002647	0.03972826822038138
POC_Pocillopora_verrucosa	-0.2543666409247306	0.049521874560072	0.02296907456990592
POC_Seriatopora_hystrix	-0.2664285094167614	0.27194919159740966	-0.03037285931060006
POC_Stylophora	-0.2537994096980296	-0.07079981634643237	0.19418471263030107
POR_Alveopora	-0.0044050392651651515	-0.038414874127763475	-0.07258168122929234
POR_Goniopora	-0.34055544436697655	0.23627443550835825	0.054540085008132455
POR_Porites	0.07616251083356178	0.04118649734588002	0.20683265124017963
POR_Porites_cylindrica	0.000292353241596527	-0.1480693778993002	0.23850189862002477
POR_Porites_lichen	-0.32985222662709374	-0.100216939113765	0.06911225098785374
POR_Porites_lobata	0.15621623257249545	-0.12862389755962864	0.11164210553500079
POR_Porites_panamensis	0.5995419159447092	0.10753468587235389	-0.06962685726805452
SID_Psammocora	0.3446590535179304	-0.08515244675093014	-0.0876081953396846
SID_Psammocora_contigua	-0.24539830335234092	-0.1403288380534457	0.09288660351420902
SID_Psammocora_digitata	0.26111642962819875	-0.026103898637504452	0.42686020265165264
SID_Pseudosiderastrea_tayami	-0.08072991062234747	0.13289212556442773	0.07575977038045435
SID_Siderastrea_siderea	0.3772445119360614	0.06996353838750483	-0.2188198707043699
none	-0.055515347952722977	-0.08803838985192423	0.1118151407385818
