Huang_Roy_tree_name	all_unweighted_unifrac_ordination_PC1	all_unweighted_unifrac_ordination_PC2	all_unweighted_unifrac_ordination_PC3
PEC_Echinophyllia_aspera	0.10013065539235799	-0.015510106360866449	-0.01695700928696229
PEC_Echinophyllia_orpheensis	0.24471716212466135	-0.034070302074226635	-0.007846875166677833
PEC_Mycedium_elephantotus	-0.2587983013319306	-0.028086752876807734	0.054440499650117435
PEC_Oxypora	0.2419956197706507	-0.1245110758548462	0.0358308963879785
PEC_Pectinia_lactuca	-0.17700688599497344	-0.0748613687517151	-0.1426755308702746
POC_Pocillopora	-0.21487445410116435	0.0447806463804146	-0.014042429459007652
POC_Pocillopora_damicornis	-0.10464800494570364	0.03362323849579925	-0.002760263744985553
POC_Pocillopora_verrucosa	-0.1460489291730547	-0.0018550082552988175	0.07511334243778389
POC_Seriatopora_hystrix	-0.1082698011951369	0.06250779136770139	0.013163269807001436
POC_Stylophora	-0.14258962486872317	0.04917193335198238	-0.006037171384021032
POR_Alveopora	-0.004080884669230079	-0.04146271763297512	0.006355248204187
POR_Goniopora	-0.1365003717795522	-0.012527828795318701	0.09485713534776469
POR_Porites	-0.0024920127218832915	-0.0226627798406361	-0.04254262708637194
POR_Porites_cylindrica	-0.0043355593620512745	0.08451381327563387	-0.0938225233786269
POR_Porites_lichen	-0.21231987324324486	-0.04626851356387805	0.1093657270252382
POR_Porites_lobata	0.05720449570895278	0.02319117734497005	-0.02488470167439002
POR_Porites_panamensis	0.1964946350720176	-0.07603371109444151	-0.012515412284787777
SID_Psammocora	0.1317768137457026	-0.04942726231242406	-0.0205381022753662
SID_Psammocora_contigua	-0.11319716052355204	-0.04194433494048297	-0.18201828834618497
SID_Psammocora_digitata	0.1422294689984768	-0.01042075949519996	-0.08317359130117599
SID_Pseudosiderastrea_tayami	-0.003691313587748777	-0.04074912863322643	0.06175653837434666
SID_Siderastrea_siderea	0.17477246409436115	-0.01704673560772483	0.04112279556178884
none	-0.00846675815530755	0.0026422347612880858	-0.019887356111525655
